canonical_item_id,source,object_type,object_subtype,type_name,market_hash_name,item_name,weapon_type,weapon_family,weapon_name,skin_name,wear,rarity,collection,is_stattrak,is_souvenir,listing_id,asset_id,sample_price,sample_currency,raw_type
tec_9__remote_control__factory_new__souvenir,csfloat,weapon,Skin,Skin,Souvenir Tec-9 | Remote Control (Factory New),Tec-9 | Remote Control,Skin,pistol,Tec-9,Remote Control,Factory New,Classified,The 2018 Nuke Collection,False,True,951769256733836846,46414311804,42665.0,USD,skin
tec_9__remote_control__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Remote Control (Field-Tested),Tec-9 | Remote Control (Field-Tested),Pistols,pistol,Tec-9,Remote Control,Field-Tested,Classified,,False,False,skin-c7e68ecd7321_2,791,,,
tec_9__remote_control__field_tested__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Remote Control (Field-Tested),Souvenir Tec-9 | Remote Control (Field-Tested),Pistols,pistol,Tec-9,Remote Control,Field-Tested,Classified,,False,True,skin-c7e68ecd7321_2_so,791,,,
tec_9__remote_control__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Remote Control (Minimal Wear),Tec-9 | Remote Control (Minimal Wear),Pistols,pistol,Tec-9,Remote Control,Minimal Wear,Classified,,False,False,skin-c7e68ecd7321_1,791,,,
tec_9__remote_control__minimal_wear__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Remote Control (Minimal Wear),Souvenir Tec-9 | Remote Control (Minimal Wear),Pistols,pistol,Tec-9,Remote Control,Minimal Wear,Classified,,False,True,skin-c7e68ecd7321_1_so,791,,,
tec_9__remote_control__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Remote Control (Well-Worn),Tec-9 | Remote Control (Well-Worn),Pistols,pistol,Tec-9,Remote Control,Well-Worn,Classified,,False,False,skin-c7e68ecd7321_3,791,,,
tec_9__remote_control__well_worn__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Remote Control (Well-Worn),Souvenir Tec-9 | Remote Control (Well-Worn),Pistols,pistol,Tec-9,Remote Control,Well-Worn,Classified,,False,True,skin-c7e68ecd7321_3_so,791,,,
tec_9__rust_leaf__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Rust Leaf (Battle-Scarred),Tec-9 | Rust Leaf (Battle-Scarred),Pistols,pistol,Tec-9,Rust Leaf,Battle-Scarred,Industrial Grade,,False,False,skin-f7f3908427ad_4,733,,,
tec_9__rust_leaf__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Rust Leaf (Factory New),Tec-9 | Rust Leaf (Factory New),Pistols,pistol,Tec-9,Rust Leaf,Factory New,Industrial Grade,,False,False,skin-f7f3908427ad_0,733,,,
tec_9__rust_leaf__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Rust Leaf (Field-Tested),Tec-9 | Rust Leaf (Field-Tested),Pistols,pistol,Tec-9,Rust Leaf,Field-Tested,Industrial Grade,,False,False,skin-f7f3908427ad_2,733,,,
tec_9__rust_leaf__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Rust Leaf (Minimal Wear),Tec-9 | Rust Leaf (Minimal Wear),Pistols,pistol,Tec-9,Rust Leaf,Minimal Wear,Industrial Grade,,False,False,skin-f7f3908427ad_1,733,,,
tec_9__rust_leaf__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Rust Leaf (Well-Worn),Tec-9 | Rust Leaf (Well-Worn),Pistols,pistol,Tec-9,Rust Leaf,Well-Worn,Industrial Grade,,False,False,skin-f7f3908427ad_3,733,,,
tec_9__safety_net__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Safety Net (Battle-Scarred),Tec-9 | Safety Net (Battle-Scarred),Pistols,pistol,Tec-9,Safety Net,Battle-Scarred,Mil-Spec Grade,,False,False,skin-f74957f8857b_4,795,,,
tec_9__safety_net__factory_new,csfloat,weapon,Skin,Skin,Tec-9 | Safety Net (Factory New),Tec-9 | Safety Net,Skin,pistol,Tec-9,Safety Net,Factory New,Mil-Spec Grade,The 2021 Train Collection,False,False,956796294918178743,25074676911,3653.0,USD,skin
tec_9__safety_net__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Safety Net (Field-Tested),Tec-9 | Safety Net (Field-Tested),Pistols,pistol,Tec-9,Safety Net,Field-Tested,Mil-Spec Grade,,False,False,skin-f74957f8857b_2,795,,,
tec_9__safety_net__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Safety Net (Minimal Wear),Tec-9 | Safety Net (Minimal Wear),Pistols,pistol,Tec-9,Safety Net,Minimal Wear,Mil-Spec Grade,,False,False,skin-f74957f8857b_1,795,,,
tec_9__safety_net__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Safety Net (Well-Worn),Tec-9 | Safety Net (Well-Worn),Pistols,pistol,Tec-9,Safety Net,Well-Worn,Mil-Spec Grade,,False,False,skin-f74957f8857b_3,795,,,
tec_9__sandstorm__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Sandstorm (Battle-Scarred),Tec-9 | Sandstorm (Battle-Scarred),Pistols,pistol,Tec-9,Sandstorm,Battle-Scarred,Mil-Spec Grade,,False,False,skin-4b1f4693e6df_3,289,,,
tec_9__sandstorm__battle_scarred__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Sandstorm (Battle-Scarred),StatTrak™ Tec-9 | Sandstorm (Battle-Scarred),Pistols,pistol,Tec-9,Sandstorm,Battle-Scarred,Mil-Spec Grade,,True,False,skin-4b1f4693e6df_3_st,289,,,
tec_9__sandstorm__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Sandstorm (Field-Tested),Tec-9 | Sandstorm (Field-Tested),Pistols,pistol,Tec-9,Sandstorm,Field-Tested,Mil-Spec Grade,,False,False,skin-4b1f4693e6df_1,289,,,
tec_9__sandstorm__field_tested__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Sandstorm (Field-Tested),StatTrak™ Tec-9 | Sandstorm (Field-Tested),Pistols,pistol,Tec-9,Sandstorm,Field-Tested,Mil-Spec Grade,,True,False,skin-4b1f4693e6df_1_st,289,,,
tec_9__sandstorm__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Sandstorm (Minimal Wear),Tec-9 | Sandstorm (Minimal Wear),Pistols,pistol,Tec-9,Sandstorm,Minimal Wear,Mil-Spec Grade,,False,False,skin-4b1f4693e6df_0,289,,,
tec_9__sandstorm__minimal_wear__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Sandstorm (Minimal Wear),StatTrak™ Tec-9 | Sandstorm (Minimal Wear),Pistols,pistol,Tec-9,Sandstorm,Minimal Wear,Mil-Spec Grade,,True,False,skin-4b1f4693e6df_0_st,289,,,
tec_9__sandstorm__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Sandstorm (Well-Worn),Tec-9 | Sandstorm (Well-Worn),Pistols,pistol,Tec-9,Sandstorm,Well-Worn,Mil-Spec Grade,,False,False,skin-4b1f4693e6df_2,289,,,
tec_9__sandstorm__well_worn__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Sandstorm (Well-Worn),StatTrak™ Tec-9 | Sandstorm (Well-Worn),Pistols,pistol,Tec-9,Sandstorm,Well-Worn,Mil-Spec Grade,,True,False,skin-4b1f4693e6df_2_st,289,,,
tec_9__slag__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Slag (Battle-Scarred),Tec-9 | Slag (Battle-Scarred),Pistols,pistol,Tec-9,Slag,Battle-Scarred,Mil-Spec Grade,,False,False,skin-80f2ee4e940f_4,1159,,,
tec_9__slag__battle_scarred__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Slag (Battle-Scarred),StatTrak™ Tec-9 | Slag (Battle-Scarred),Pistols,pistol,Tec-9,Slag,Battle-Scarred,Mil-Spec Grade,,True,False,skin-80f2ee4e940f_4_st,1159,,,
tec_9__slag__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Slag (Factory New),Tec-9 | Slag (Factory New),Pistols,pistol,Tec-9,Slag,Factory New,Mil-Spec Grade,,False,False,skin-80f2ee4e940f_0,1159,,,
tec_9__slag__factory_new__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Slag (Factory New),StatTrak™ Tec-9 | Slag (Factory New),Pistols,pistol,Tec-9,Slag,Factory New,Mil-Spec Grade,,True,False,skin-80f2ee4e940f_0_st,1159,,,
tec_9__slag__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Slag (Field-Tested),Tec-9 | Slag (Field-Tested),Pistols,pistol,Tec-9,Slag,Field-Tested,Mil-Spec Grade,,False,False,skin-80f2ee4e940f_2,1159,,,
tec_9__slag__field_tested__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Slag (Field-Tested),StatTrak™ Tec-9 | Slag (Field-Tested),Pistols,pistol,Tec-9,Slag,Field-Tested,Mil-Spec Grade,,True,False,skin-80f2ee4e940f_2_st,1159,,,
tec_9__slag__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Slag (Minimal Wear),Tec-9 | Slag (Minimal Wear),Pistols,pistol,Tec-9,Slag,Minimal Wear,Mil-Spec Grade,,False,False,skin-80f2ee4e940f_1,1159,,,
tec_9__slag__minimal_wear__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Slag (Minimal Wear),StatTrak™ Tec-9 | Slag (Minimal Wear),Pistols,pistol,Tec-9,Slag,Minimal Wear,Mil-Spec Grade,,True,False,skin-80f2ee4e940f_1_st,1159,,,
tec_9__slag__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Slag (Well-Worn),Tec-9 | Slag (Well-Worn),Pistols,pistol,Tec-9,Slag,Well-Worn,Mil-Spec Grade,,False,False,skin-80f2ee4e940f_3,1159,,,
tec_9__slag__well_worn__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Slag (Well-Worn),StatTrak™ Tec-9 | Slag (Well-Worn),Pistols,pistol,Tec-9,Slag,Well-Worn,Mil-Spec Grade,,True,False,skin-80f2ee4e940f_3_st,1159,,,
tec_9__snek_9__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Snek-9 (Battle-Scarred),Tec-9 | Snek-9 (Battle-Scarred),Pistols,pistol,Tec-9,Snek-9,Battle-Scarred,Mil-Spec Grade,,False,False,skin-3c454adf5bdd_4,722,,,
tec_9__snek_9__battle_scarred__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Snek-9 (Battle-Scarred),StatTrak™ Tec-9 | Snek-9 (Battle-Scarred),Pistols,pistol,Tec-9,Snek-9,Battle-Scarred,Mil-Spec Grade,,True,False,skin-3c454adf5bdd_4_st,722,,,
tec_9__snek_9__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Snek-9 (Factory New),Tec-9 | Snek-9 (Factory New),Pistols,pistol,Tec-9,Snek-9,Factory New,Mil-Spec Grade,,False,False,skin-3c454adf5bdd_0,722,,,
tec_9__snek_9__factory_new__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Snek-9 (Factory New),StatTrak™ Tec-9 | Snek-9 (Factory New),Pistols,pistol,Tec-9,Snek-9,Factory New,Mil-Spec Grade,,True,False,skin-3c454adf5bdd_0_st,722,,,
tec_9__snek_9__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Snek-9 (Field-Tested),Tec-9 | Snek-9 (Field-Tested),Pistols,pistol,Tec-9,Snek-9,Field-Tested,Mil-Spec Grade,,False,False,skin-3c454adf5bdd_2,722,,,
tec_9__snek_9__field_tested__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Snek-9 (Field-Tested),StatTrak™ Tec-9 | Snek-9 (Field-Tested),Pistols,pistol,Tec-9,Snek-9,Field-Tested,Mil-Spec Grade,,True,False,skin-3c454adf5bdd_2_st,722,,,
tec_9__snek_9__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Snek-9 (Minimal Wear),Tec-9 | Snek-9 (Minimal Wear),Pistols,pistol,Tec-9,Snek-9,Minimal Wear,Mil-Spec Grade,,False,False,skin-3c454adf5bdd_1,722,,,
tec_9__snek_9__minimal_wear__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Snek-9 (Minimal Wear),StatTrak™ Tec-9 | Snek-9 (Minimal Wear),Pistols,pistol,Tec-9,Snek-9,Minimal Wear,Mil-Spec Grade,,True,False,skin-3c454adf5bdd_1_st,722,,,
tec_9__snek_9__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Snek-9 (Well-Worn),Tec-9 | Snek-9 (Well-Worn),Pistols,pistol,Tec-9,Snek-9,Well-Worn,Mil-Spec Grade,,False,False,skin-3c454adf5bdd_3,722,,,
tec_9__snek_9__well_worn__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Snek-9 (Well-Worn),StatTrak™ Tec-9 | Snek-9 (Well-Worn),Pistols,pistol,Tec-9,Snek-9,Well-Worn,Mil-Spec Grade,,True,False,skin-3c454adf5bdd_3_st,722,,,
tec_9__terrace__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Terrace (Battle-Scarred),Tec-9 | Terrace (Battle-Scarred),Pistols,pistol,Tec-9,Terrace,Battle-Scarred,Mil-Spec Grade,,False,False,skin-c097b349041f_4,463,,,
tec_9__terrace__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Terrace (Factory New),Tec-9 | Terrace (Factory New),Pistols,pistol,Tec-9,Terrace,Factory New,Mil-Spec Grade,,False,False,skin-c097b349041f_0,463,,,
tec_9__terrace__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Terrace (Field-Tested),Tec-9 | Terrace (Field-Tested),Pistols,pistol,Tec-9,Terrace,Field-Tested,Mil-Spec Grade,,False,False,skin-c097b349041f_2,463,,,
tec_9__terrace__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Terrace (Minimal Wear),Tec-9 | Terrace (Minimal Wear),Pistols,pistol,Tec-9,Terrace,Minimal Wear,Mil-Spec Grade,,False,False,skin-c097b349041f_1,463,,,
tec_9__terrace__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Terrace (Well-Worn),Tec-9 | Terrace (Well-Worn),Pistols,pistol,Tec-9,Terrace,Well-Worn,Mil-Spec Grade,,False,False,skin-c097b349041f_3,463,,,
tec_9__tiger_stencil__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tiger Stencil (Battle-Scarred),Tec-9 | Tiger Stencil (Battle-Scarred),Pistols,pistol,Tec-9,Tiger Stencil,Battle-Scarred,Industrial Grade,,False,False,skin-f4f7b9b303a2_4,766,,,
tec_9__tiger_stencil__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tiger Stencil (Factory New),Tec-9 | Tiger Stencil (Factory New),Pistols,pistol,Tec-9,Tiger Stencil,Factory New,Industrial Grade,,False,False,skin-f4f7b9b303a2_0,766,,,
tec_9__tiger_stencil__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tiger Stencil (Field-Tested),Tec-9 | Tiger Stencil (Field-Tested),Pistols,pistol,Tec-9,Tiger Stencil,Field-Tested,Industrial Grade,,False,False,skin-f4f7b9b303a2_2,766,,,
tec_9__tiger_stencil__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tiger Stencil (Minimal Wear),Tec-9 | Tiger Stencil (Minimal Wear),Pistols,pistol,Tec-9,Tiger Stencil,Minimal Wear,Industrial Grade,,False,False,skin-f4f7b9b303a2_1,766,,,
tec_9__tiger_stencil__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tiger Stencil (Well-Worn),Tec-9 | Tiger Stencil (Well-Worn),Pistols,pistol,Tec-9,Tiger Stencil,Well-Worn,Industrial Grade,,False,False,skin-f4f7b9b303a2_3,766,,,
tec_9__titanium_bit__factory_new,csfloat,weapon,Skin,Skin,Tec-9 | Titanium Bit (Factory New),Tec-9 | Titanium Bit,Skin,pistol,Tec-9,Titanium Bit,Factory New,Restricted,The Arms Deal 3 Collection,False,False,956957652888455420,50272313968,4370.0,USD,skin
tec_9__titanium_bit__factory_new__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Titanium Bit (Factory New),StatTrak™ Tec-9 | Titanium Bit (Factory New),Pistols,pistol,Tec-9,Titanium Bit,Factory New,Restricted,,True,False,skin-ce20dbe572e3_0_st,272,,,
tec_9__titanium_bit__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Titanium Bit (Field-Tested),Tec-9 | Titanium Bit (Field-Tested),Pistols,pistol,Tec-9,Titanium Bit,Field-Tested,Restricted,,False,False,skin-ce20dbe572e3_2,272,,,
tec_9__titanium_bit__field_tested__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Titanium Bit (Field-Tested),StatTrak™ Tec-9 | Titanium Bit (Field-Tested),Pistols,pistol,Tec-9,Titanium Bit,Field-Tested,Restricted,,True,False,skin-ce20dbe572e3_2_st,272,,,
tec_9__titanium_bit__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Titanium Bit (Minimal Wear),Tec-9 | Titanium Bit (Minimal Wear),Pistols,pistol,Tec-9,Titanium Bit,Minimal Wear,Restricted,,False,False,skin-ce20dbe572e3_1,272,,,
tec_9__titanium_bit__minimal_wear__stattrak,csgo_api_reference,weapon,Pistols,Pistols,StatTrak™ Tec-9 | Titanium Bit (Minimal Wear),StatTrak™ Tec-9 | Titanium Bit (Minimal Wear),Pistols,pistol,Tec-9,Titanium Bit,Minimal Wear,Restricted,,True,False,skin-ce20dbe572e3_1_st,272,,,
tec_9__tornado__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tornado (Battle-Scarred),Tec-9 | Tornado (Battle-Scarred),Pistols,pistol,Tec-9,Tornado,Battle-Scarred,Consumer Grade,,False,False,skin-bf83b588a7b1_4,206,,,
tec_9__tornado__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tornado (Factory New),Tec-9 | Tornado (Factory New),Pistols,pistol,Tec-9,Tornado,Factory New,Consumer Grade,,False,False,skin-bf83b588a7b1_0,206,,,
tec_9__tornado__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tornado (Field-Tested),Tec-9 | Tornado (Field-Tested),Pistols,pistol,Tec-9,Tornado,Field-Tested,Consumer Grade,,False,False,skin-bf83b588a7b1_2,206,,,
tec_9__tornado__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tornado (Minimal Wear),Tec-9 | Tornado (Minimal Wear),Pistols,pistol,Tec-9,Tornado,Minimal Wear,Consumer Grade,,False,False,skin-bf83b588a7b1_1,206,,,
tec_9__tornado__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Tornado (Well-Worn),Tec-9 | Tornado (Well-Worn),Pistols,pistol,Tec-9,Tornado,Well-Worn,Consumer Grade,,False,False,skin-bf83b588a7b1_3,206,,,
tec_9__toxic__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Toxic (Battle-Scarred),Tec-9 | Toxic (Battle-Scarred),Pistols,pistol,Tec-9,Toxic,Battle-Scarred,Mil-Spec Grade,,False,False,skin-e7703810e2d0_4,374,,,
tec_9__toxic__battle_scarred__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Toxic (Battle-Scarred),Souvenir Tec-9 | Toxic (Battle-Scarred),Pistols,pistol,Tec-9,Toxic,Battle-Scarred,Mil-Spec Grade,,False,True,skin-e7703810e2d0_4_so,374,,,
tec_9__toxic__factory_new,csfloat,weapon,Skin,Skin,Tec-9 | Toxic (Factory New),Tec-9 | Toxic,Skin,pistol,Tec-9,Toxic,Factory New,Mil-Spec Grade,The Cache Collection,False,False,956666091227188136,39839180173,9100.0,USD,skin
tec_9__toxic__factory_new__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Toxic (Factory New),Souvenir Tec-9 | Toxic (Factory New),Pistols,pistol,Tec-9,Toxic,Factory New,Mil-Spec Grade,,False,True,skin-e7703810e2d0_0_so,374,,,
tec_9__toxic__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Toxic (Field-Tested),Tec-9 | Toxic (Field-Tested),Pistols,pistol,Tec-9,Toxic,Field-Tested,Mil-Spec Grade,,False,False,skin-e7703810e2d0_2,374,,,
tec_9__toxic__field_tested__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Toxic (Field-Tested),Souvenir Tec-9 | Toxic (Field-Tested),Pistols,pistol,Tec-9,Toxic,Field-Tested,Mil-Spec Grade,,False,True,skin-e7703810e2d0_2_so,374,,,
tec_9__toxic__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Toxic (Minimal Wear),Tec-9 | Toxic (Minimal Wear),Pistols,pistol,Tec-9,Toxic,Minimal Wear,Mil-Spec Grade,,False,False,skin-e7703810e2d0_1,374,,,
tec_9__toxic__minimal_wear__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Toxic (Minimal Wear),Souvenir Tec-9 | Toxic (Minimal Wear),Pistols,pistol,Tec-9,Toxic,Minimal Wear,Mil-Spec Grade,,False,True,skin-e7703810e2d0_1_so,374,,,
tec_9__toxic__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Toxic (Well-Worn),Tec-9 | Toxic (Well-Worn),Pistols,pistol,Tec-9,Toxic,Well-Worn,Mil-Spec Grade,,False,False,skin-e7703810e2d0_3,374,,,
tec_9__toxic__well_worn__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Toxic (Well-Worn),Souvenir Tec-9 | Toxic (Well-Worn),Pistols,pistol,Tec-9,Toxic,Well-Worn,Mil-Spec Grade,,False,True,skin-e7703810e2d0_3_so,374,,,
tec_9__urban_ddpat__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Urban DDPAT (Battle-Scarred),Tec-9 | Urban DDPAT (Battle-Scarred),Pistols,pistol,Tec-9,Urban DDPAT,Battle-Scarred,Consumer Grade,,False,False,skin-11bc1c157ef3_4,17,,,
tec_9__urban_ddpat__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Urban DDPAT (Factory New),Tec-9 | Urban DDPAT (Factory New),Pistols,pistol,Tec-9,Urban DDPAT,Factory New,Consumer Grade,,False,False,skin-11bc1c157ef3_0,17,,,
tec_9__urban_ddpat__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Urban DDPAT (Field-Tested),Tec-9 | Urban DDPAT (Field-Tested),Pistols,pistol,Tec-9,Urban DDPAT,Field-Tested,Consumer Grade,,False,False,skin-11bc1c157ef3_2,17,,,
tec_9__urban_ddpat__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Urban DDPAT (Minimal Wear),Tec-9 | Urban DDPAT (Minimal Wear),Pistols,pistol,Tec-9,Urban DDPAT,Minimal Wear,Consumer Grade,,False,False,skin-11bc1c157ef3_1,17,,,
tec_9__urban_ddpat__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Urban DDPAT (Well-Worn),Tec-9 | Urban DDPAT (Well-Worn),Pistols,pistol,Tec-9,Urban DDPAT,Well-Worn,Consumer Grade,,False,False,skin-11bc1c157ef3_3,17,,,
tec_9__varicamo__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | VariCamo (Battle-Scarred),Tec-9 | VariCamo (Battle-Scarred),Pistols,pistol,Tec-9,VariCamo,Battle-Scarred,Industrial Grade,,False,False,skin-f0efb98b360e_4,235,,,
tec_9__varicamo__battle_scarred__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | VariCamo (Battle-Scarred),Souvenir Tec-9 | VariCamo (Battle-Scarred),Pistols,pistol,Tec-9,VariCamo,Battle-Scarred,Industrial Grade,,False,True,skin-f0efb98b360e_4_so,235,,,
tec_9__varicamo__factory_new,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | VariCamo (Factory New),Tec-9 | VariCamo (Factory New),Pistols,pistol,Tec-9,VariCamo,Factory New,Industrial Grade,,False,False,skin-f0efb98b360e_0,235,,,
tec_9__varicamo__factory_new__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | VariCamo (Factory New),Souvenir Tec-9 | VariCamo (Factory New),Pistols,pistol,Tec-9,VariCamo,Factory New,Industrial Grade,,False,True,skin-f0efb98b360e_0_so,235,,,
tec_9__varicamo__field_tested,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | VariCamo (Field-Tested),Tec-9 | VariCamo (Field-Tested),Pistols,pistol,Tec-9,VariCamo,Field-Tested,Industrial Grade,,False,False,skin-f0efb98b360e_2,235,,,
tec_9__varicamo__field_tested__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | VariCamo (Field-Tested),Souvenir Tec-9 | VariCamo (Field-Tested),Pistols,pistol,Tec-9,VariCamo,Field-Tested,Industrial Grade,,False,True,skin-f0efb98b360e_2_so,235,,,
tec_9__varicamo__minimal_wear,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | VariCamo (Minimal Wear),Tec-9 | VariCamo (Minimal Wear),Pistols,pistol,Tec-9,VariCamo,Minimal Wear,Industrial Grade,,False,False,skin-f0efb98b360e_1,235,,,
tec_9__varicamo__minimal_wear__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | VariCamo (Minimal Wear),Souvenir Tec-9 | VariCamo (Minimal Wear),Pistols,pistol,Tec-9,VariCamo,Minimal Wear,Industrial Grade,,False,True,skin-f0efb98b360e_1_so,235,,,
tec_9__varicamo__well_worn,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | VariCamo (Well-Worn),Tec-9 | VariCamo (Well-Worn),Pistols,pistol,Tec-9,VariCamo,Well-Worn,Industrial Grade,,False,False,skin-f0efb98b360e_3,235,,,
tec_9__varicamo__well_worn__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | VariCamo (Well-Worn),Souvenir Tec-9 | VariCamo (Well-Worn),Pistols,pistol,Tec-9,VariCamo,Well-Worn,Industrial Grade,,False,True,skin-f0efb98b360e_3_so,235,,,
tec_9__whiteout__battle_scarred,csgo_api_reference,weapon,Pistols,Pistols,Tec-9 | Whiteout (Battle-Scarred),Tec-9 | Whiteout (Battle-Scarred),Pistols,pistol,Tec-9,Whiteout,Battle-Scarred,Restricted,,False,False,skin-20f06d331186_4,1214,,,
tec_9__whiteout__battle_scarred__souvenir,csgo_api_reference,weapon,Pistols,Pistols,Souvenir Tec-9 | Whiteout (Battle-Scarred),Souvenir Tec-9 | Whiteout (Battle-Scarred),Pistols,pistol,Tec-9,Whiteout,Battle-Scarred,Restricted,,False,True,skin-20f06d331186_4_so,1214,,,
